logFC	AveExpr	t	P.Value	adj.P.Val	B	log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3
CAGL0G08602g	0.261	0.503333333333333	1.51378499556275	0.167265458686424	0.222629499831267	-6.60417622416562	0.436	0.5195	0.163	0.3695	0.992	0.54
CAGL0H08690g	-0.1475	-0.00141666666666667	-1.51277323143498	0.167517743582321	0.22290737672006	-6.60551727712599	0.1865	-0.0045	0.035	-0.076	-0.025	-0.1245
CAGL0M09823g	0.226666666666667	-0.2095	1.51240513171957	0.167609613956714	0.222940023790694	-6.60600505271439	-0.349	-0.029	-0.5905	-0.1725	0.039	-0.155
CAGL0D01496g	0.174666666666667	-0.0275	1.51232622552046	0.167629313223063	0.222940023790694	-6.60610960399891	-0.1725	-0.2235	0.0515	0.157	0.1005	-0.078
CAGL0H04059g	-0.14	0.0913333333333333	-1.51198998891522	0.167713279258841	0.222993804734763	-6.60655508530841	0.167	0.176	0.141	0.1145	-0.0235	-0.027
CAGL0G02585g	0.257	-0.749166666666667	1.51059732047762	0.168061460161516	0.223398770214697	-6.60839964000886	-1.139	-0.89	-0.604	-0.4925	-0.4625	-0.907
CAGL0C02849g	-0.246833333333333	-0.0269166666666667	-1.51013126156625	0.168178123327423	0.223476119955282	-6.60901670825345	0.064	-0.1885	0.414	-0.126	-0.3285	0.0035
CAGL0M09273g	-0.157333333333333	-0.0945	-1.51001636914393	0.168206894114302	0.223476119955282	-6.60916881076813	-0.077	-0.028	0.0575	-0.1865	-0.294	-0.039
CAGL0L06930g	0.2875	0.733416666666667	1.50952382517323	0.168330284237165	0.223582070559242	-6.60982080005305	0.7215	0.135	0.9125	0.7805	0.8375	1.0135
CAGL0A02794g	-0.230833333333333	-0.03225	-1.50876053662994	0.168521659561772	0.223778243114297	-6.61083094029004	-0.0775	0.3225	0.0045	-0.1055	-0.399	0.0615
CAGL0G06974g	-0.2115	-0.0930833333333333	-1.50778707752126	0.168766011127165	0.22404464239556	-6.61211880042771	-0.1165	-0.0365	0.191	-0.179	-0.4325	0.015
CAGL0M06281g	0.148833333333333	0.13475	1.50743611188181	0.168854185694282	0.22407554806162	-6.61258300266999	0.1375	-0.0345	0.078	0.116	0.256	0.2555
CAGL0J02640g	-0.153666666666667	-0.078	-1.50734624598118	0.168876769679077	0.22407554806162	-6.61270185329657	-0.082	0.065	0.0135	-0.0985	-0.284	-0.082
CAGL0H02651g	-0.161833333333333	-0.16575	-1.50691781435244	0.168984474803298	0.224160399900905	-6.61326841292007	-0.079	0.0205	-0.196	-0.2575	-0.357	-0.1255
CAGL0H09438g	-0.138833333333333	0.227583333333333	-1.50499344530078	0.169469004467201	0.224744941725465	-6.61581207575091	0.247	0.37	0.274	0.141	0.1215	0.212
CAGL0F06633g	-0.1735	-0.195416666666667	-1.50387050210161	0.16975231729831	0.225062402049494	-6.61729554541019	-0.0455	-0.0235	-0.257	-0.1295	-0.312	-0.405
CAGL0I09658g	0.174166666666667	0.233083333333333	1.50343240975282	0.169862960034134	0.225150826456629	-6.61787411834033	0.0845	0.001	0.3525	0.364	0.256	0.3405
CAGL0E04224g	0.1685	-0.350583333333333	1.50317953342197	0.169926854615823	0.225177257164217	-6.61820803933361	-0.5175	-0.359	-0.428	-0.1875	-0.162	-0.4495
CAGL0K12364g	0.168	0.112666666666667	1.50206641360535	0.170208362370052	0.22549196804287	-6.61967752337874	-0.0935	-0.0215	0.201	0.211	0.1025	0.2765
CAGL0I06204g	-0.214666666666667	-0.339333333333333	-1.5016826162162	0.170305520806802	0.225562353436723	-6.62018404908898	-0.2825	-0.0015	-0.412	-0.5145	-0.231	-0.5945
CAGL0F07535g	0.1885	-0.01125	1.50113912999	0.170443188933975	0.22568634192524	-6.6209012014854	-0.187	-0.108	-0.0215	-0.004	-0.071	0.324
CAGL0G05918g	-0.154333333333333	0.0733333333333333	-1.49899865101989	0.170986347472544	0.226347043437169	-6.62372420839837	0.1945	0.2225	0.0345	0.0675	0.0335	-0.1125
CAGL0G07491g	-0.1605	0.301583333333333	-1.49808761834629	0.171217993715586	0.226595138673455	-6.62492504008487	0.411	0.369	0.3655	0.1375	0.1255	0.401
CAGL0L02585g	-0.133833333333333	-0.21625	-1.49723287876839	0.171435580062856	0.226751815504146	-6.62605129176181	-0.096	-0.1465	-0.2055	-0.27	-0.2805	-0.299
CAGL0I09482g	0.177	-0.057	1.49719811283209	0.171444435435389	0.226751815504146	-6.6260970934701	-0.1045	-0.0945	-0.2375	0.056	0.2025	-0.164
CAGL0G04565g	0.1785	-0.311416666666667	1.49710103298687	0.171469165188964	0.226751815504146	-6.62622498620197	-0.436	-0.2045	-0.5615	-0.3265	-0.1395	-0.2005
CAGL0D02354g	-0.140666666666667	-0.1355	-1.49646194893189	0.171632042197921	0.226908632820632	-6.62706679521127	-0.023	-0.069	-0.1035	-0.2955	-0.1895	-0.1325
CAGL0H08866g	0.173666666666667	0.294	1.49581099225045	0.171798086399836	0.227069555373158	-6.62792403111717	0.2675	0.086	0.268	0.27	0.3055	0.567
CAGL0M03927g	-0.135333333333333	-0.335333333333333	-1.49505283041039	0.171991656112606	0.22722560651885	-6.628922174291	-0.2275	-0.254	-0.3215	-0.435	-0.424	-0.35
CAGL0M01166g	0.135666666666667	-0.123	1.49500113858213	0.172004860839372	0.22722560651885	-6.62899021758373	-0.186	-0.25	-0.1365	-0.0665	-0.087	-0.012
CAGL0K01815g	-0.1655	0.16725	-1.49471287612691	0.172078514274911	0.227264302302234	-6.62936964015726	0.1895	0.2695	0.291	0.035	-0.049	0.2675
CAGL0J06204g	0.167166666666667	-0.491583333333333	1.49427279810521	0.172191011876589	0.227354266454579	-6.62994880742972	-0.636	-0.598	-0.4915	-0.223	-0.5075	-0.4935
CAGL0K00781g	-0.276833333333333	0.232416666666667	-1.49400083897396	0.172260565727788	0.227387497609755	-6.63030667187966	0.4485	0.3685	0.2955	-0.0505	-0.215	0.5475
CAGL0K08470g	0.171166666666667	-0.21525	1.49303140152065	0.172508703493608	0.227656385367789	-6.63158202670438	-0.1925	-0.36	-0.35	0.01	-0.308	-0.091
CAGL0L01793g	-0.162333333333333	0.0745	-1.48833716117022	0.173714738116462	0.229188926956126	-6.63775084858786	0.2065	0.085	0.1755	-0.0025	-0.162	0.1445
CAGL0L07546g	-0.3465	-0.25825	-1.48701552415435	0.174055637301091	0.229579564854143	-6.63948562480462	0.1155	-0.0265	-0.344	-0.5015	0.085	-0.878
CAGL0G03377g	-0.134	0.108166666666667	-1.48616212542513	0.174276075586119	0.229811154498761	-6.64060532009719	0.1125	0.2285	0.1845	0.0185	0.069	0.036
CAGL0E06490g	-0.152333333333333	0.0123333333333333	-1.4850893408576	0.174553533771271	0.230117795550752	-6.64201233178533	0.1765	0.1115	-0.0225	-0.138	0.0405	-0.094
CAGL0I04796g	0.176833333333333	-0.18525	1.48194823287622	0.175368182816908	0.23107283965304	-6.64612867260504	-0.2735	-0.297	-0.2505	0.1015	-0.0865	-0.3055
CAGL0C00341g	0.201666666666667	0.190833333333333	1.48128907124991	0.175539563941403	0.231239183870354	-6.64699184562535	-0.1245	0.068	0.3265	0.3835	0.14	0.3515
CAGL0F02277g	-0.172833333333333	-0.126583333333333	-1.48047917283231	0.175750339520727	0.231457323744135	-6.64805210360347	-0.1115	0.148	-0.157	-0.181	-0.127	-0.331
CAGL0A01452g	-0.226333333333333	-0.1965	-1.4795132329878	0.176002017813935	0.23172920515569	-6.6493161990547	0.1645	-0.0295	-0.385	-0.149	-0.346	-0.434
CAGL0G07777g	0.2165	-0.293916666666667	1.47672094570783	0.176731351131687	0.232629679303092	-6.65296768124972	-0.461	-0.218	-0.5275	-0.178	0.0565	-0.4355
CAGL0L05104g	0.162	0.243333333333333	1.47452044641033	0.177307994841169	0.233328758687723	-6.65584245067316	0.1525	-0.0015	0.336	0.3265	0.3195	0.327
CAGL0M00792g	-0.167	0.131666666666667	-1.47119000634208	0.17818390584277	0.234421199186572	-6.66018863522874	0.162	0.092	0.3915	-0.0525	0.06	0.137
CAGL0L13222g	0.183833333333333	-0.238083333333333	1.46991099262917	0.178521303489714	0.234804785052068	-6.66185620623095	-0.379	-0.4755	-0.1355	-0.0365	-0.096	-0.306
CAGL0M04433g	0.1445	0.01825	1.46905084880582	0.178748522590094	0.23504329600335	-6.66297717961987	-0.099	0.076	-0.139	0.068	0.0865	0.117
CAGL0L05368g	0.139	-0.042	1.46861743403572	0.178863111963649	0.235133621398454	-6.66354187727326	-0.141	-0.154	-0.0395	0.102	0.024	-0.0435
CAGL0L06336g	-0.137833333333333	0.140083333333333	-1.46727706253013	0.179217899863356	0.235539584658792	-6.66528763414617	0.257	0.1205	0.2495	0.064	0.025	0.1245
CAGL0J05500g	0.180833333333333	-0.0829166666666667	1.46669693180143	0.179371649391199	0.235681190005415	-6.66604293126931	-0.178	-0.365	0.023	0.036	-0.1055	0.092
CAGL0J06930g	-0.192	-0.190166666666667	-1.46224204053642	0.180556194368779	0.237131221686644	-6.67183709788262	0.052	0.0205	-0.355	-0.19	-0.2845	-0.384
CAGL0F06479g	-0.151666666666667	0.0085	-1.46219847996152	0.180567811009096	0.237131221686644	-6.67189370290985	0.0845	0.1325	0.036	-0.068	-0.2015	0.0675
CAGL0F05511g	0.132666666666667	0.1575	1.46129597196517	0.180808638230653	0.237386635995806	-6.67306624844923	0.1385	0.1135	0.0215	0.228	0.1905	0.253
CAGL0L11330g	-0.163166666666667	-0.00791666666666666	-1.46081646065221	0.180936707261224	0.237493915270113	-6.67368905986223	0.1385	-0.0535	0.136	-0.0975	0.052	-0.223
CAGL0F05797g	-0.168833333333333	-0.05475	-1.46008670707228	0.181131765064921	0.237689045191493	-6.67463666628891	0.1415	0.108	-0.1605	-0.149	-0.23	-0.0385
CAGL0L11418g	0.178	-0.0371666666666667	1.45921283114012	0.181365589584537	0.237892892339619	-6.67577105242315	-0.157	-0.296	0.0745	0.097	-0.068	0.1265
CAGL0D03388g	0.130833333333333	0.216083333333333	1.45915908210869	0.181379979988005	0.237892892339619	-6.6758408114409	0.14	0.1925	0.1195	0.2565	0.3345	0.2535
CAGL0L08404g	0.172666666666667	-0.290166666666667	1.45708747218944	0.181935386118033	0.238560272096924	-6.67852832648444	-0.1945	-0.4065	-0.5285	-0.168	-0.1155	-0.328
CAGL0F02453g	0.162666666666667	-0.284666666666667	1.45666897696878	0.182047767937282	0.238646549422389	-6.67907096957903	-0.4415	-0.179	-0.4775	-0.1745	-0.1555	-0.28
CAGL0J06314g	0.201833333333333	-0.283916666666667	1.45629933386436	0.182147081961697	0.238655128008048	-6.67955019178574	-0.4175	-0.1985	-0.5385	-0.169	0.0175	-0.3975
CAGL0I05170g	0.164666666666667	0.0986666666666667	1.45629784513189	0.182147482044011	0.238655128008048	-6.67955212170113	-0.079	0.1135	0.0145	0.16	0.3445	0.0385
CAGL0L12782g	-0.256833333333333	-0.15025	-1.45545658783422	0.182373685544706	0.238890409369862	-6.68064249728639	-0.1325	-0.0835	0.1505	-0.2065	-0.6615	0.032
CAGL0L07326g	0.2295	0.0920833333333333	1.45462250104623	0.182598205152553	0.239123365285412	-6.68172321089353	-0.1055	-0.0605	0.098	0.246	-0.122	0.4965
CAGL0G02893g	0.1685	0.17475	1.45199863372468	0.183306085558475	0.239989030492223	-6.68512052242677	0.081	-0.0875	0.278	0.234	0.329	0.214
CAGL0I00858g	-0.141	0.0768333333333333	-1.44728548784343	0.184583686940264	0.241599956105	-6.69121382631505	0.2115	0.0445	0.186	0.0645	-0.0665	0.021
CAGL0B01551g	0.225333333333333	-0.029	1.4437042896391	0.185559675326311	0.242815381020866	-6.69583582478405	-0.0945	0.005	-0.3355	-0.0535	0.3975	-0.093
CAGL0F04587g	-0.188166666666667	-0.111916666666667	-1.44178509219037	0.186084579498987	0.243440066591755	-6.69830998375004	0.0215	0.189	-0.264	-0.11	-0.25	-0.258
CAGL0A03806g	-0.130833333333333	0.0560833333333333	-1.44008411441822	0.186550889159003	0.243987798100988	-6.70050117693724	0.047	0.139	0.1785	-0.0225	-0.016	0.0105
CAGL0J00693g	0.156333333333333	-0.126333333333333	1.43889009236725	0.186878833061088	0.244354329191413	-6.70203838674138	-0.055	-0.3745	-0.184	-0.086	-0.027	-0.0315
CAGL0K09262g	-0.149333333333333	0.0471666666666667	-1.43653436461465	0.187527328195637	0.24513970460481	-6.70506896004467	0.125	0.183	0.0575	0.0675	-0.175	0.025
CAGL0I06875g	0.133666666666667	0.135	1.43598335308766	0.187679297496314	0.245275775784086	-6.70577738996637	0.036	0.0705	0.098	0.1115	0.229	0.265
CAGL0D04620g	-0.229	-0.152666666666667	-1.435547524822	0.18779957563487	0.245344699411345	-6.7063376143583	0.13	0.1305	-0.375	-0.244	-0.117	-0.4405
CAGL0M04587g	-0.154666666666667	-0.131833333333333	-1.43544522434857	0.187827817897969	0.245344699411345	-6.70646909910806	-0.1105	-0.0625	0.0095	-0.28	-0.309	-0.0385
CAGL0J09592g	0.191666666666667	-0.214333333333333	1.4288241439354	0.189663642254488	0.247679540981327	-6.71496704454354	-0.2525	-0.507	-0.171	0.096	-0.2375	-0.214
CAGL0L02145g	0.159833333333333	-0.0959166666666667	1.42714130082332	0.190132739379939	0.248228854190476	-6.71712314331921	-0.321	-0.2235	0.017	-0.03	-0.042	0.024
CAGL0F07315g	0.221833333333333	-0.0369166666666667	1.42687449004258	0.190207206753682	0.248262807694042	-6.71746484666767	-0.0965	0.04	-0.387	-0.032	0.3455	-0.0915
CAGL0J11264g	0.154333333333333	-0.00683333333333333	1.42552614613897	0.190583922280865	0.248691144637003	-6.71919107361253	-0.124	-0.1245	-0.0035	0.1495	-0.099	0.1605
CAGL0A03014g	0.183666666666667	-0.283	1.42427938698341	0.190932836237824	0.249082994664215	-6.72078636717219	-0.2485	-0.452	-0.424	-0.289	0.0515	-0.336
CAGL0F09141g	-0.154916666666667	0.1103	-1.3336169135716	0.222529854009456	0.284152652564916	-6.72155961744874	0.248	NA	0.1585	0.114	-0.07	0.101
CAGL0I04510g	0.155166666666667	0.02575	1.42353355029935	0.19114183047794	0.249292158232813	-6.72174030011752	-0.092	-0.1595	0.096	0.153	0.168	-0.011
CAGL0C03553g	0.156	-0.594833333333333	1.41983283567876	0.192181783415402	0.250535824435841	-6.72646906986682	-0.8345	-0.592	-0.592	-0.492	-0.6215	-0.437
CAGL0D04488g	0.3515	0.26475	1.41979228813834	0.192193205159644	0.250535824435841	-6.72652084008573	0.0875	0.122	0.0575	0.049	0.169	1.1035
CAGL0L08030g	-0.185166666666667	-0.0800833333333333	-1.41721021053877	0.192921766206547	0.251421574224406	-6.72981572905749	-0.046	-0.105	0.1885	-0.0235	-0.3845	-0.11
CAGL0I06380g	-0.241	-0.798666666666667	-1.41695728431051	0.192993261515538	0.251450782996973	-6.73013828214511	-0.6575	-0.4145	-0.9625	-0.8435	-0.7255	-1.1885
CAGL0J06754g	-0.169666666666667	-0.258333333333333	-1.41654954466752	0.193108567006173	0.251537042657671	-6.73065819268856	-0.134	-0.174	-0.2125	-0.1135	-0.498	-0.418
CAGL0D03036g	-0.176666666666667	0.0531666666666667	-1.41391016608808	0.193856416598993	0.252446980741393	-6.7340214694531	0.28	0.135	0.0095	-0.0665	0.158	-0.197
CAGL0M07073g	0.203333333333333	0.0173333333333333	1.41241681398384	0.194280665176145	0.252935158245843	-6.73592270544661	-0.1715	-0.2235	0.142	0.2825	-0.115	0.1895
CAGL0B03223g	-0.1415	0.11175	-1.40968055470905	0.195060112943517	0.253885406150823	-6.7394031410398	0.126	0.2045	0.217	0.012	-0.059	0.17
CAGL0M05533g	0.1355	-0.508916666666667	1.40858959984494	0.195371639837039	0.254226291817412	-6.74078964955787	-0.472	-0.576	-0.682	-0.4405	-0.435	-0.448
CAGL0L00517g	0.187166666666667	0.0450833333333333	1.40757796823314	0.195660902665227	0.254538040719644	-6.74207475747739	-0.151	0.2255	-0.22	0.0925	0.096	0.2275
CAGL0A01133g	0.130666666666667	-0.319333333333333	1.40515281084191	0.196355863198705	0.255377275239138	-6.74515320609649	-0.4205	-0.389	-0.3445	-0.204	-0.216	-0.342
CAGL0F01969g	0.152666666666667	-0.2195	1.40277834336088	0.197038377558424	0.256199900566448	-6.74816415040782	-0.354	-0.3865	-0.147	-0.1885	-0.027	-0.214
CAGL0F01837g	0.1465	0.120083333333333	1.4020618062959	0.197244742983283	0.256403151053885	-6.74907214033394	0.063	-0.0295	0.107	0.2835	0.2505	0.046
CAGL0G02535g	-0.259666666666667	0.286166666666667	-1.40144119891128	0.197423632112537	0.256570590388769	-6.74985833818586	0.4565	0.238	0.5535	0.168	-0.2245	0.5255
CAGL0K04191g	0.195166666666667	-0.559583333333333	1.40076916840222	0.197617502895362	0.256757409924662	-6.75070943815059	-0.408	-0.653	-0.9105	-0.445	-0.3665	-0.5745
CAGL0A00495g	-0.197666666666667	-0.0786666666666667	-1.39987874658217	0.197874631140027	0.25702630206145	-6.75183673462246	0.013	0.133	-0.0855	-0.4185	-0.205	0.091
CAGL0K07502g	0.1415	0.00691666666666666	1.39887480454468	0.198164889355446	0.257338080650937	-6.75310722049737	-0.1065	-0.097	0.012	0.141	-0.053	0.145
CAGL0D01694g	0.152333333333333	0.0526	1.30630934533439	0.231191186285087	0.293602490663982	-6.75454347569374	0.004	0.056	-0.085	0.055	NA	0.233
CAGL0A04587g	-0.168333333333333	0.133166666666667	-1.39697204713572	0.198716026531607	0.257988394303453	-6.75551361134564	0.202	0.374	0.076	0.0535	0.193	-0.0995
CAGL0C03740g	0.2555	-0.04025	1.39610475488979	0.19896768059308	0.25821880391701	-6.75660979253756	-0.064	0.056	-0.496	0.1885	0.301	-0.227
CAGL0D06314g	-0.149333333333333	0.140333333333333	-1.39601304415061	0.198994307605769	0.25821880391701	-6.75672568225623	0.096	0.2765	0.2725	0.0975	-0.0655	0.165
CAGL0M09108g	-0.142	-0.1495	-1.39512968401965	0.199250938068742	0.258486339763526	-6.75784169388443	0.0495	-0.1505	-0.1345	-0.2985	-0.1495	-0.2135
CAGL0M01716g	0.137833333333333	-0.125583333333333	1.39461528106923	0.199400512769308	0.258614892890422	-6.75849137437913	-0.111	-0.3025	-0.17	-0.024	-0.135	-0.011
CAGL0I01936g	-0.151333333333333	0.0873333333333333	-1.39277281309625	0.199937053137465	0.259198798272449	-6.76081715697267	0.2885	0.018	0.1825	-0.046	-0.036	0.117
CAGL0H03179g	0.1315	0.101583333333333	1.39272184540019	0.199951913092469	0.259198798272449	-6.76088146740176	-0.0125	0.1165	0.0035	0.1015	0.228	0.1725
CAGL0E02827g	-0.1375	0.156083333333333	-1.39183241256816	0.200211387122363	0.259469500690075	-6.76200350827584	0.1975	0.242	0.235	0.1265	-0.044	0.1795
CAGL0A02552g	0.149166666666667	0.211583333333333	1.38866717825775	0.201137149581965	0.260603342768945	-6.76599291926277	0.116	0.0345	0.2605	0.3055	0.1675	0.3855
CAGL0M10527g	-0.303166666666667	-0.337916666666667	-1.38828136727662	0.201250244175745	0.260683944604891	-6.76647880355916	-0.126	-0.05	-0.383	-0.561	-0.918	0.0105
CAGL0H02167g	-0.152833333333333	0.00858333333333333	-1.38512317851025	0.202178091599173	0.261819606486998	-6.77045301874491	0.217	0.081	-0.043	0.0535	-0.093	-0.164
CAGL0L00693g	0.144666666666667	0.2145	1.3820550707664	0.203083017836348	0.262925019048677	-6.77430847546027	0.016	0.1785	0.232	0.2025	0.2685	0.3895
CAGL0H01683g	-0.155	-0.198166666666667	-1.37989459565185	0.203722341736282	0.26368609315689	-6.77702017644428	0.047	-0.198	-0.211	-0.281	-0.169	-0.377
CAGL0E00341g	-0.165666666666667	0.2015	-1.37896571662996	0.203997748377771	0.263975868890962	-6.77818523528641	0.0715	0.3365	0.445	0.045	0.108	0.203
CAGL0A04279g	-0.179	0.210333333333333	-1.37819649963157	0.204226059775507	0.264204571775233	-6.77914966432177	0.2965	0.146	0.457	0.16	-0.0805	0.283
CAGL0D01188g	0.236666666666667	-0.4675	1.37733394500974	0.204482337305205	0.264469329465934	-6.78023071747702	-0.5015	-0.483	-0.773	-0.2145	-0.728	-0.105
CAGL0J05654g	0.129833333333333	0.259416666666667	1.37633302599154	0.204780073121689	0.264787560475117	-6.78148465337324	0.1435	0.2	0.24	0.2865	0.2695	0.417
CAGL0H07623g	0.134666666666667	0.00883333333333333	1.37421412226277	0.205411602844361	0.265537128784168	-6.78413729702097	-0.0435	-0.062	-0.07	-0.0145	0.2045	0.0385
CAGL0C02101g	-0.130333333333333	0.0461666666666667	-1.37374994122559	0.205550174210053	0.265649228677624	-6.78471806012711	0.192	0.023	0.119	0.0365	-0.0445	-0.049
CAGL0G06160g	-0.151333333333333	0.045	-1.37238340395734	0.205958593299601	0.266060690904161	-6.78642709648254	-0.041	0.2505	0.1525	0.062	-0.103	-0.051
CAGL0L02013g	-0.21	-0.260166666666667	-1.37233718678686	0.205972418529358	0.266060690904161	-6.78648487850519	-0.054	0.0805	-0.492	-0.4765	-0.298	-0.321
CAGL0L00363g	0.147833333333333	-0.171083333333333	1.37109212237301	0.20634516382337	0.266474987211274	-6.78804103294903	-0.215	-0.2825	-0.2375	0.003	-0.0165	-0.278
CAGL0I02816g	-0.158666666666667	-0.155666666666667	-1.36774658374946	0.207349628534815	0.267674318392885	-6.79221807711532	0.0995	-0.128	-0.2005	-0.333	-0.112	-0.26
CAGL0M06193g	-0.170333333333333	-0.0563333333333333	-1.36765107408157	0.207378366133391	0.267674318392885	-6.79233723048061	0.241	-0.0555	-0.099	0.003	-0.207	-0.2205
CAGL0M06149g	0.178666666666667	-0.044	1.36736230216773	0.207465274668396	0.267719043356724	-6.79269745680326	-0.123	-0.0555	-0.2215	0.015	0.2885	-0.1675
CAGL0L06116g	-0.188333333333333	0.0905	-1.36669415282566	0.207666480612392	0.267911201253408	-6.79353075061974	0.1715	-0.056	0.4385	0.0295	0.077	-0.1175
CAGL0M02717g	-0.270833333333333	-0.388916666666667	-1.36642079287611	0.207748848452383	0.267949987568369	-6.79387160203868	-0.121	-0.4885	-0.151	-0.2615	-0.9785	-0.333
CAGL0M01782g	-0.146833333333333	0.0305833333333333	-1.36616374795612	0.20782632597945	0.26798244852573	-6.79419207104904	0.0595	0.191	0.0615	-0.0975	0.1165	-0.1475
CAGL0J04400g	-0.195833333333333	0.09075	-1.36212685743146	0.209046378597676	0.269487820220406	-6.7992200374994	0.2095	-0.056	0.4125	0.1175	-0.1925	0.0535
CAGL0F03839g	0.171833333333333	-0.0455833333333333	1.36163779693533	0.20919460314603	0.269611057086066	-6.79982852530538	0.0215	-0.161	-0.255	-0.0545	0.249	-0.0735
CAGL0H10472g	0.207166666666667	-0.102416666666667	1.36082026016103	0.209442584268555	0.269862766400354	-6.80084539336004	-0.1115	-0.238	-0.2685	0.0415	0.28	-0.318
CAGL0G01694g	-0.139	-0.218333333333333	-1.3599122341575	0.209718309588535	0.270150088011583	-6.80197435996573	-0.1775	-0.077	-0.192	-0.1595	-0.305	-0.399
CAGL0J08228g	0.127333333333333	0.075	1.35958661893276	0.209817259824202	0.270209608365859	-6.80237908739303	-0.02	-0.0035	0.0575	0.096	0.231	0.089
CAGL0C04719g	0.240166666666667	0.439083333333333	1.35786848181589	0.210340044386123	0.270814789492363	-6.8045136485249	0.2425	-0.0135	0.728	0.649	0.5105	0.518
CAGL0M09064g	0.153	0.105	1.35708322935879	0.210579348908194	0.271054774989115	-6.8054886515662	0.0055	0.201	-0.121	0.166	0.267	0.1115
CAGL0L10450g	0.1455	0.0474166666666667	1.35422928342171	0.211451055847053	0.272108454937064	-6.80902921275732	-0.0835	0.152	-0.1445	0.0895	0.144	0.127
CAGL0J06732g	-0.134833333333333	-0.108416666666667	-1.35148329103628	0.212292712780837	0.273122945147219	-6.81243136770747	-0.0155	0.036	-0.1435	-0.231	-0.216	-0.0805
CAGL0J08822g	-0.216666666666667	-0.125666666666667	-1.349957426192	0.212761637454927	0.273657511594676	-6.81431993857361	0.11	-0.005	-0.157	-0.3635	0.119	-0.4575
CAGL0I08239g	0.140666666666667	-0.106833333333333	1.34964012608685	0.212859260780587	0.273714355667406	-6.81471249151592	-0.174	-0.099	-0.2585	0.0095	0.055	-0.174
CAGL0J03740g	0.184166666666667	0.38175	1.34785511255072	0.213409169848543	0.274352616595756	-6.81691975096772	0.3755	0.4585	0.035	0.452	0.3475	0.622
CAGL0I08833g	0.1465	0.17425	1.34534051891598	0.214185906477967	0.275282087026248	-6.82002600259068	0.1205	0.08	0.1025	0.269	0.3995	0.074
CAGL0H06589g	-0.171666666666667	0.0171666666666667	-1.34479403984999	0.214355029246901	0.275430352353116	-6.82070057125405	0.208	-0.034	0.135	-0.029	-0.284	0.107
CAGL0I01562g	0.211166666666667	0.0364166666666667	1.34458955156102	0.214418343096716	0.275442620783469	-6.82095294454315	-0.18	0.2335	-0.261	0.1235	0.3415	-0.039
CAGL0L04576g	-0.1855	-0.00108333333333333	-1.34433664355793	0.214496670856852	0.275474165154087	-6.82126504196483	-0.0595	0.3735	-0.039	-0.194	-0.112	0.0245
CAGL0F05489g	0.163666666666667	-0.008	1.34168527258786	0.21531929889925	0.276461345428787	-6.82453466066646	0.125	-0.1725	-0.222	0.119	0.1475	-0.045
CAGL0M02541g	0.163	0.1295	1.3402108864259	0.215777916751605	0.276980773620264	-6.82635105155842	0.108	-0.151	0.187	0.196	0.1	0.337
CAGL0J11088g	-0.128333333333333	-0.246	-1.33962333991161	0.215960909828377	0.277146227718131	-6.82707453012918	-0.0885	-0.281	-0.176	-0.2685	-0.3325	-0.3295
CAGL0G01716g	0.193333333333333	-0.358166666666667	1.33943387174133	0.216019948540913	0.277152566084422	-6.8273077892879	-0.3735	-0.533	-0.458	-0.3595	-0.476	0.051
CAGL0I02596g	0.126833333333333	-0.0484166666666667	1.33820590362951	0.216402920928299	0.277521452903241	-6.82881905798509	-0.1555	-0.0725	-0.1075	0.0655	-0.086	0.0655
CAGL0I05918g	-0.149166666666667	-0.0464166666666667	-1.33803778102575	0.21645539929885	0.277521452903241	-6.82902589819199	0.1215	0.121	-0.158	-0.1305	-0.185	-0.0475
CAGL0H02431g	0.176333333333333	-0.674333333333333	1.33799106425553	0.216469983564582	0.277521452903241	-6.82908337057751	-0.624	-0.726	-0.9375	-0.423	-0.794	-0.5415
CAGL0I10945g	-0.159666666666667	0.0411666666666667	-1.33552509877146	0.217241013823541	0.278440258648486	-6.83211524090647	0.161	0.114	0.088	-0.197	0.1895	-0.1085
CAGL0C03245g	0.262166666666667	-0.246916666666667	1.3348598161869	0.217449428384659	0.278637674240772	-6.8329325790306	-0.4125	-0.7015	-0.02	0.049	-0.4345	0.038
CAGL0M08976g	0.1385	0.00358333333333333	1.33385654511537	0.217764048336717	0.278971047669167	-6.83416465862821	0.033	-0.22	-0.01	0.1205	0.072	0.026
CAGL0E02431g	0.186	-0.137666666666667	1.33360615767486	0.217842628969251	0.279001947052369	-6.83447205682181	-0.2135	-0.2015	-0.277	-0.114	-0.273	0.253
CAGL0B04807g	0.133166666666667	-0.0969166666666667	1.33262945788327	0.218149384155958	0.279324992509615	-6.83567078529686	-0.0875	-0.176	-0.227	-0.115	-0.0605	0.0845
CAGL0L11946g	0.2275	-0.0434166666666667	1.33176977333679	0.218419693063392	0.279601221280299	-6.83672542843094	-0.2065	0.206	-0.471	-0.027	0.2255	0.0125
