log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.1	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.1	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0H04631g	-0.402	-0.68	-0.47	0.0315	0.1045	-0.143	-0.6185	-0.8475	-0.9245	0.5095	0.27	-0.554	-0.585	-0.6055	0.0415	-0.1545	0.0595
CAGL0H04653g	-0.015	0.2055	0.0215	0.0425	0.2525	0.093	0.2775	0.827	0.1065	0.4645	-0.056	-0.3665	-0.441	-0.5245	-0.6065	0.4605	-0.3935
CAGL0H04675g	0.6355	0.5555	0.287	-0.984	-0.835	-0.5995	0.2195	-0.068	0.073	-0.402	-0.776	-0.087	-0.0105	-0.0075	-0.274	0.027	-0.088
CAGL0H04691g	-0.097	-0.254	-0.116	-0.176	-0.565	-0.348	-0.836	-1.0175	-0.2325	-0.8215	-0.6565	0.261	0.402	0.483	0.137	-0.63	-0.0525
CAGL0H04697g	0.0105	-0.0525	0.165	0.041	-0.1775	0.3025	-0.000499999999999999	-0.199	-0.228	0.248	0.174	NA	0.157	0.325	-0.271	-0.6035	-0.8005
CAGL0H04719g	-0.2325	-0.2115	0.0365	0.57	0.238	0.3365	0.0545	-0.035	-0.3555	0.685	0.9125	-0.219	-0.5275	-0.2435	-0.3745	-0.9985	-0.41
CAGL0H04741g	-0.181	0.1755	-0.0175	-0.4265	-0.536	-0.074	-0.092	0.3385	0.412	-0.6615	-0.761	-0.123	-0.2355	-0.1935	-0.057	0.3265	0.2835
CAGL0H04763g	0.298	0.2525	0.0945	-0.491	-0.525	0.1735	0.496	-0.0475	0.7115	-0.0495	-0.722	NA	0.523	0.503	0.772	1.5815	1.207
CAGL0H04785g	0.239	0.103	0.2955	0.8415	0.649	0.634	0.1935	-0.262	0.2215	0.5805	0.907	1.066	1.026	0.8165	1.138	0.04	-0.1045
CAGL0H04807g	0.675	0.4855	0.569	-0.1405	-0.4255	-0.007	0.2825	-0.078	0.176	-0.231	-0.0825	1.06	1.071	1.018	0.182	-0.3215	-0.195
CAGL0H04829g	-0.121	-0.0775	-0.253	-0.024	-0.0915	-0.077	-0.2765	-0.278	0.1065	0.224	0.113	0.336	0.383	0.2025	0.1855	0.1645	-0.238
CAGL0H04851g	-0.97	-1.1095	-1.2685	0.5475	0.9645	0.6725	-0.1525	-0.162	-0.376	1.4595	1.321	-0.731	-0.6545	-0.696	-0.269	0.108	0.4705
CAGL0H04873g	-0.181	-0.4175	-0.1605	0.745	0.9395	0.336	0.3575	0.0895	5e-04	0.1485	0.2515	-0.948	-0.8435	-0.873	0.1895	0.1465	0.17
CAGL0H04895g	-0.1125	-0.0485	-0.128	0.069	-0.006	0.173	0.025	-0.1205	0.03	-0.454	-0.484	0.1445	NA	0.17	0.1125	0.0505	0.384
CAGL0H04917g	-0.201	-0.35	-0.239	-0.246	-0.342	-0.4705	0.0035	-0.1485	-0.476	0.3785	0.448	-0.213	-0.124	-0.2395	0.4205	0.7075	1.0425
CAGL0H04939g	-3.3185	-3.1335	-3.5285	-2.2505	-3.3155	-2.851	-3.5545	-3.401	-3.8425	-3.5525	-2.814	NA	-2.596	-2.2945	-2.1615	-2.201	-1.9655
CAGL0H04961g	-0.0535	-0.057	-0.551	-0.2865	-0.172	-0.3015	-0.5055	-0.5005	0.265	-0.7	-1.1135	-0.309	-0.445	-0.425	0.4035	0.543	1.166
CAGL0H04983g	-0.2935	0.0335	-0.2015	0.6045	0.888	0.4575	-0.326	0.0335	-0.177	-0.195	-0.247	-0.435	-0.752	-0.8195	0.3195	0.569	0.3625
CAGL0H05005g	-0.331	-0.3415	0.0315	1.0135	1.1755	0.936	0.4735	0.546	0.1055	1.5535	1.7105	-0.751	-0.524	-0.723	0.0385	-0.347	-0.5045
CAGL0H05027g	0.206	0.2105	-0.2415	-0.354	-0.4875	-0.313	-0.1965	-0.377	-0.006	-0.896	-0.705	-0.036	-0.0245	-0.012	0.418	0.441	0.36
CAGL0H05049g	0.2255	0.1435	0.119	0.2485	0.217	0.085	0.0675	-0.156	0.149	0.0255	0.325	0.588	0.5715	0.347	0.77	0.4745	0.016
CAGL0H05071g	0.0745	0.2535	0.062	0.268	0.4325	0.394	0.1135	0.352	-0.1015	0.427	0.7725	0.181	0.204	0.114	0.2255	0.613	-0.01
CAGL0H05093g	0.425	0.666	0.006	-0.5925	-0.504	-0.161	0.244	0.6195	0.2685	-0.17	-0.1555	0.2235	0.3905	0.2215	-0.387	-0.0195	-0.5525
CAGL0H05115g	-0.3745	-0.102	-0.18	0.2255	0.2485	0.3035	-0.6025	-0.454	-0.0505	-0.538	-0.327	-0.1295	0.106	-0.0145	0.19	0.216	-0.153
CAGL0H05137g	1.483	1.5315	0.9005	0.534	1.0215	-0.6485	-0.175	-1.0165	-0.246	-0.5205	-0.081	0.006	0.032	0.0395	-0.0415	0.038	0.022
CAGL0H05159g	0.4495	0.4205	0.223	-0.451	-0.339	-0.5245	-0.253	-0.159	-0.1935	-0.768	-0.805	0.585	0.4835	0.46	0.1885	0.5735	0.2445
CAGL0H05181g	0.2995	0.1155	0.309	0.1375	0.307	-0.015	0.048	0.0445	0.055	0.0645	0.114	0.17	0.403	0.1465	-0.093	-0.341	-0.065
CAGL0H05203g	0.037	0.095	-0.1495	-0.0125	0.185	0.003	-0.1335	-0.5435	0.146	-0.2645	-0.261	0.462	0.309	0.131	0.2965	0.127	-0.294
CAGL0H05225g	-0.3275	-0.309	-0.202	0.252	0.2985	0.1105	-0.0815	-0.3845	-0.1825	0.2435	0.4625	0.27	0.2925	0.145	0.273	-0.125	-0.3045
CAGL0H05247g	0.239	0.199	-0.13	-0.3375	-0.3665	-0.3325	-0.4125	-0.2335	-0.3605	-0.128	-0.071	0.077	0.4415	0.1435	-0.1025	0.00800000000000001	-0.2335
CAGL0H05269g	0.3995	0.3215	0.36	-0.3305	-0.0935	-0.181	0.236	0.0925	0.3045	0.2175	0.026	0.153	0.289	0.0945	0.0385	-0.127	-0.089
CAGL0H05291g	0.2325	0.045	0.1565	-0.3055	0.0095	-0.343	0.385	-0.0015	0.6945	-0.4565	-0.517	0.565	0.843	0.709	0.6565	0.202	0.3455
CAGL0H05313g	-0.3885	-0.228	-0.284	0.3825	0.3635	0.1385	0.109	0.326	0.23	0.404	0.5585	0.483	0.331	0.348	0.008	-0.275	0.07
CAGL0H05335g	-0.156	-0.0405	0.048	0.2305	0.103	0.089	-0.104	0.134	-0.0715	0.1045	0.47	0.074	0.1175	0.0675	0.251	0.2935	1.15
CAGL0H05357g	0.0305	-0.076	-0.1145	0.351	0.4725	0.3665	0.1085	-0.051	0.294	0.3245	-0.08	-0.116	-0.131	-0.0405	0.0675	0.041	0.407
CAGL0H05379g	-0.3535	-0.299	-0.2395	-0.451	-0.1805	-0.316	-0.28	-0.173	-0.258	-0.7175	-0.7295	NA	0.011	0.008	0.4595	1.0045	0.9555
CAGL0H05401g	-0.2485	-0.468	-0.5185	-0.0015	-0.0345	-0.001	-0.4245	-0.2395	-0.3715	-0.2365	-0.296	-0.045	-0.224	-0.163	0.149	-0.0555	0.076
CAGL0H05423g	-0.39	-0.2825	-0.1725	0.499	0.1325	0.6095	-0.237	0.0165	-0.239	-0.097	-0.1315	-0.317	-0.3855	0.276	-0.789	-0.873	-0.5065
CAGL0H05445g	-0.4905	-0.1805	-0.3	1.63	1.23	1.482	-0.4055	0.0265	-0.555	0.708	1.0195	-0.279	-0.3235	-0.1055	0.0835	-0.224	-0.7
CAGL0H05489g	-0.46	-0.588	-1.095	-1.3605	-1.29	-1.5965	-1.014	-1.214	-0.968	-1.7135	-1.6485	-0.149	-0.0925	-0.332	0.454	-0.386	-0.2545
CAGL0H05511g	-0.1935	0.055	-0.254	-0.552	-1.171	-0.4865	-0.2175	0.024	-0.15	-0.6445	-0.4165	-0.443	-0.233	-0.1555	-0.704	-0.138	-0.507
CAGL0H05533g	0.1075	0.1975	-0.334	-0.6175	-0.0365	-0.5125	0.1535	0.0855	0.781	-0.581	-0.805	0.217	0.3405	0.2065	0.644	0.573	0.672
CAGL0H05555g	0.5205	0.3605	0.249	-0.026	0.1835	0.073	-0.0175	-0.2535	-0.043	0.2875	0.3435	0.227	0.301	-0.021	-0.174	-0.118	0.2575
CAGL0H05577g	0.298	0.248	0.163	0.327	0.1825	0.4425	0.272	0.2485	0.522	0.1885	0.199	0.481	0.34	0.26	0.6155	0.1085	-0.3945
CAGL0H05599g	0.0055	0.1875	-0.2075	-0.118	0.3365	-0.143	0.117	0.241	0.2305	-0.1505	-0.301	-0.1355	-0.4135	-0.434	0.572	1.3035	1.73
CAGL0H05621g	0.1605	0.4115	-0.0375	-0.532	-0.2775	-0.307	-0.3315	-0.225	-0.024	-0.2845	-0.4115	NA	0.2345	0.187	-0.0365	0.6145	0.12
CAGL0H05643g	0.588	0.469	0.3055	-1.533	-1.562	-1.0375	0.563	0.2785	0.276	-0.278	-0.859	NA	0.012	-0.09	-0.408	-0.0955	0.06
CAGL0H05665g	-0.364	-0.22	-0.4395	0.513	0.697	0.5935	-0.287	-0.34	-0.29	0.5445	0.5025	0.162	0.1025	0.0295	-0.07	-0.322	-0.468
CAGL0H05687g	0.875	0.634	1.1435	-0.5605	-0.5095	-0.8145	0.375	0.34	0.051	-0.431	-0.283	0.531	0.4835	0.323	-0.577	-0.878	-0.6115
CAGL0H05709g	0.8005	0.565	0.3015	-0.8685	-0.9955	-0.5985	0.5385	0.2075	0.4445	-0.3195	-0.853	0.7275	0.6625	0.5795	-0.219	-0.1855	-0.325
CAGL0H05731g	0.502	0.2905	0.2625	-0.646	-0.614	-0.4065	0.2785	0.159	0.2545	-0.297	-0.453	-0.174	-0.267	-0.1595	-0.1405	0.3185	0.6885
CAGL0H05753g	-0.502	-0.313	-0.7985	-0.0235	0.6265	-0.2615	-0.506	-0.338	-0.32	0.02	-0.0475	-0.036	-0.03	-0.163	0.47	0.5235	0.3355
CAGL0H05775g	0.05	-0.165	-0.117	0.0765	0.1075	-0.1235	-0.1125	-0.22	-0.47	0.128	0.0995	-0.454	-0.4	-0.1865	-0.007	0.4795	0.578
CAGL0H05797g	0.3045	0.1045	0.5075	-0.72	-0.982	-0.702	0.1355	-0.0715	-0.0985	-1.0945	-0.842	0.419	0.471	0.581	-0.108	-0.6535	-0.1215
CAGL0H05819g	-0.202	-0.0735	-0.128	0.0945	-0.013	0.0075	-0.6105	-0.287	-0.3595	-0.5045	-0.043	0.3045	0.2935	0.265	0.0105	-0.083	0.0535
CAGL0H05841g	-0.465	-0.2365	-0.3435	0.578	0.7715	0.49	0.006	0.3465	0.072	0.3405	0.6605	-0.518	-0.532	-0.4975	-0.239	-0.282	-0.5255
CAGL0H05863g	0.272	-0.1285	-0.074	-0.404	-0.317	-0.1825	-0.071	-0.0405	-0.5365	0.4385	-0.0275	-0.7	-0.5795	-0.671	-0.821	-0.264	0.092
CAGL0H05885g	0.23	0.239	-0.1115	-0.128	-0.135	-0.136	-0.215	-0.3095	-0.036	0.021	-0.01	-0.0385	0.0905	0.191	-0.04	-0.2565	0.1125
CAGL0H05907g	-0.0905	0.078	-0.2665	0.1865	0.265	0.1205	-0.3225	-0.3045	0.079	-0.378	0.0195	0.294	0.2445	0.235	0.6695	0.4775	0.186
CAGL0H05929g	-0.1045	0.0285	-0.26	-0.2565	-0.1685	-0.059	-0.1215	0.2335	0.3265	-0.3545	-0.364	0.2575	0.259	0.236	-0.084	0.2115	-0.338
CAGL0H05951g	-0.2975	-0.352	-0.22	0.776	0.613	0.23	-0.4465	-0.651	-0.584	-0.0765	0.086	0.226	-0.0075	0.18	-0.0985	-0.3775	-0.2405
CAGL0H05973g	-0.28	-0.131	-0.543	-0.3205	-0.23	-0.206	-0.5255	-0.2125	-0.269	-0.236	0.3545	-0.062	-0.003	0.0215	-0.112	0.102	0.313
CAGL0H05995g	0.0915	0.124	0.1535	0.021	-0.0615	-0.012	0.14	0.605	0.252	0.1095	0.0295	0.3355	0.31	0.2725	-0.041	-0.2265	-0.2425
CAGL0H06017g	1.0965	1.1805	0.735	0.112	0.468	-0.034	0.45	0.269	0.493	0.6805	0.498	1.364	1.396	1.4455	-0.26	-0.2295	-0.126
CAGL0H06039g	-0.006	-0.1455	-0.159	0.0185	0.038	0.1555	0.066	-0.1855	-0.0615	-0.416	-0.201	-0.179	NA	-0.005	-0.278	-0.073	-0.1745
CAGL0H06105g	0.025	-0.0905	0.172	-0.171	-0.144	-0.124	-0.1675	-0.211	-0.2435	-0.0185	-0.254	-0.0985	-0.1175	-0.139	-0.35	-0.6575	-0.434
CAGL0H06127g	0.207	0.452	0.1455	-0.9655	-1.1145	-1.2475	-0.0875	-0.145	0.2305	-1.399	-0.922	0.786	0.9655	0.9575	0.234	-0.218	-0.4105
CAGL0H06149g	-0.099	-0.019	-0.3615	-0.6285	-0.401	-0.787	-0.178	0.042	-0.1425	-0.686	-0.749	-0.119	-0.083	-0.39	-0.2925	-0.3365	-0.4505
CAGL0H06171g	0.147	0.0765	0.242	0.1175	-0.1755	0.464	0.135	0.023	0.319	0.4265	0.3795	NA	-0.1105	-0.0115	-0.423	-0.6005	-0.442
CAGL0H06193g	0.273	0.3215	0.324	-0.456	-0.46	-0.1375	0.1545	0.1555	0.5455	-0.255	-0.4835	0.515	0.4915	0.3465	0.134	0.1615	-0.075
CAGL0H06215g	-0.518	-0.1825	-0.7055	0.034	0.4285	-0.0345	-0.2735	0.225	-0.4305	0.0255	0.0125	-0.403	-0.3945	-0.459	-0.104	1.0695	0.339
CAGL0H06237g	-0.1545	-0.3655	-0.406	-0.1115	-0.29	-0.0915	0.089	0.058	0.122	0.3015	0.1285	0.066	-0.179	-0.124	0.16	0.32	0.366
CAGL0H06259g	-0.586	-0.417	-0.585	0.148	0.544	-0.273	-0.3755	-0.279	-0.3625	-0.0475	0.163	0.171	0.045	0.089	0.1585	-0.0535	-0.0075
CAGL0H06281g	-0.2965	-0.0905	-0.34	0.161	0.445	-0.1155	-0.046	0.252	0.2665	-0.194	0.069	-0.198	-0.159	-0.544	0.235	0.377	0.025
CAGL0H06303g	-0.4565	-0.4215	-0.4515	0.636	0.481	0.5875	-0.271	-0.087	-0.086	0.7885	0.9305	-0.08	0.071	0.079	0.024	-0.251	0.1595
CAGL0H06325g	-0.0035	0.0475	0.051	0.0695	0.057	0.044	0.069	0.469	0.1175	0.1135	-0.0805	0.187	0.1975	0.206	0.316	0.4435	0.2835
CAGL0H06347g	-0.1115	0.1095	-0.046	-0.03	0.019	0.01	0.06	0.2285	0.16	-0.121	-0.2775	0.1	0.162	0.2195	0.123	0.13	0.038
CAGL0H06369g	0.4605	0.203	0.677	-0.305	-0.3695	0.0865	0.3425	-0.097	0.271	0.036	-0.2355	0.443	0.244	0.217	0.702	0.5775	0.354
CAGL0H06391g	-0.047	-0.215	0.154	0.055	-0.05	0.1245	-0.0665	-0.0535	-0.245	0.4515	0.302	-0.2905	-0.428	-0.36	-0.22	-0.1565	-0.173
CAGL0H06413g	-0.1145	0.255	-0.01	0.6465	0.3685	0.771	0.172	0.6105	0.779	-0.1815	-0.3355	-0.0435	-0.246	-0.043	0.0035	0.082	0.357
CAGL0H06435g	-0.0915	-0.2975	0.164	0.039	-0.302	-0.1795	-0.164	-0.191	-0.0695	-0.1175	-0.144	-0.081	0.063	0.045	-0.247	-0.583	-0.2465
CAGL0H06457g	-0.008	0.0405	0.009	0.044	0.112	0.1435	-0.017	0.055	-0.147	0.1185	0.0985	-0.157	-0.0405	-0.089	-0.0585	-0.0165	-0.3885
CAGL0H06479g	0.13	0.1635	0.2505	0.196	-0.136	-0.0665	-0.1715	-0.0785	0.036	-0.374	-0.318	0.247	0.132	0.356	-0.3085	-0.044	-0.069
CAGL0H06501g	-0.365	-0.5895	-0.473	0.0825	0.333	0.2585	-0.148	-0.772	0.197	0.8125	0.8745	0.038	0.1515	-0.0855	0.84	-0.123	-0.027
CAGL0H06523g	0.592	0.554	0.654	-0.1065	-0.2495	0.022	0.4265	0.189	0.5045	-0.4555	-0.398	0.633	0.6215	0.598	0.539	0.3435	0.986
CAGL0H06545g	-3.1685	-3.133	-2.751	1.4625	1.3905	1.5655	-2.1725	-1.5695	-2.687	2.39	2.2855	-2.964	-3.0775	-3.05	-2.6015	-1.8825	-2.4795
CAGL0H06567g	0.0455	0.0065	-0.1215	0.0515	0.005	0.3265	-0.1525	-0.263	-0.1085	-0.1975	-0.047	NA	0.443	0.387	0.5985	0.466	NA
CAGL0H06589g	0.208	-0.034	0.135	-0.029	-0.284	0.107	-0.106	-0.406	0.608	-0.071	-0.024	0.798	0.8465	0.7575	1.0075	-0.034	0.0835
CAGL0H06611g	-0.0105	-0.167	0.1255	0.0465	0.381	-0.079	0.364	-0.169	0.4195	-0.045	-0.2845	0.247	0.227	-0.0505	0.182	0.245	0.4175
CAGL0H06633g	-1.0295	-0.815	-1.2	-0.094	-0.6025	-0.531	-1.0605	-1.062	-1.0465	-1.018	NA	-0.431	-0.5935	-0.44	-0.533	-0.479	-0.5025
CAGL0H06655g	-0.093	0.0155	-0.0295	0.1345	0.075	0.373	-0.158	0.1135	-0.0085	0.844	0.78	-0.0615	-0.259	-0.034	-0.068	0.3	0.483
CAGL0H06677g	-0.4505	-0.4035	-0.2905	0.2015	0.277	-0.062	-0.4785	-0.2435	-0.649	0.3285	-0.046	-0.649	-0.901	-0.811	-0.69	-0.2405	-0.415
CAGL0H06699g	-2.0345	-2.155	-2.462	-1.386	-1.2885	-2.368	-2.415	-2.6585	-1.9055	-3	-2.9635	-1.389	-1.673	-1.6075	-0.579	-0.3975	-0.46
CAGL0H06721g	-0.1265	0.068	0.048	0.435	0.7685	0.3885	0.1345	0.332	0.343	0.5215	0.7455	0.487	0.5635	0.4655	0.601	0.716	0.758
CAGL0H06732g	-0.079	-0.2725	0.311	0.194	-0.097	0.146	0.07	-0.00899999999999999	-0.409	-0.3285	-0.025	0.0765	0.032	0.363	-0.289	-0.725	-0.051
CAGL0H06743g	0	-0.1395	-0.0965	-0.317	-0.2045	-0.4	-0.27	-0.251	-0.088	-0.4265	-0.498	-0.189	-0.254	-0.177	0.2335	0.274	0.2735
CAGL0H06765g	-0.1735	0.0735	-0.046	0.154	0.3735	0.2905	0.000499999999999999	0.1135	0.255	0.1775	0.381	0.259	0.316	0.252	0.3715	0.215	0.05
CAGL0H06787g	-1.042	-1.0025	-1.028	0.3155	0.0105	-0.077	-1.4775	-1.2275	-0.9275	-0.2835	-0.2635	1.72	1.2855	1.645	0.927	0.9265	1.3645
CAGL0H06809g	0.056	-0.057	0.4205	0.424	0.271	0.488	0.0515	0.3325	-0.0405	0.4015	0.4925	0.1495	0.1735	0.1315	0.1615	0.343	0.448
CAGL0H06831g	-0.5605	-0.6335	-0.323	0.006	0.0105	-0.0265	0.1515	0.108	-0.0285	0.174	0.3	-0.281	-0.402	-0.3665	-0.2225	-0.1835	0.244
CAGL0H06853g	1.252	1.294	0.668	-0.0775	0.03	0.0565	0.256	0.2055	0.3785	-0.567	-0.821	1.304	1.3135	1.2505	1.1825	1.5925	1.5355
CAGL0H06875g	-0.1615	-0.1895	-0.2105	-0.3035	-0.2375	-0.1435	-0.0065	-0.0865	-0.3345	-0.106	0.0825	-0.211	-0.198	-0.2485	-0.1525	-0.1755	-0.6205
CAGL0H06897g	-0.0435	0.0135	0.1065	0.0575	-0.172	0.2935	-0.01	0.046	-0.346	0.18	0.5055	-0.0425	0.022	0.047	-0.1	-0.1395	0.447
CAGL0H06919g	-0.064	0.106	0.057	0.1985	0.2775	0.4135	0.412	0.4505	0.3455	0.568	0.7195	0.276	0.245	0.009	0.7265	0.4525	0.71
CAGL0H06941g	0.05	-0.0315	-0.057	-0.015	0.0685	-0.201	-0.145	0.004	0.1555	0.00600000000000001	-0.257	0.177	0.2865	0.1185	0.313	-0.062	0.0835
CAGL0H06963g	0.4195	0.4165	0.055	-0.478	-0.3745	-0.328	-0.026	0.082	0.2725	-0.287	-0.3385	0.2375	0.432	0.182	-0.071	0.1735	-0.3435
CAGL0H06985g	0.269	0.247	-0.23	-0.706	-0.55	-0.503	-0.1975	-0.428	0.2045	-0.4935	-0.4525	0.647	0.747	0.665	-0.1725	-0.289	-0.5055
CAGL0H07007g	-0.201	-0.095	0.122	0.872	0.6685	0.836	-0.2385	-0.076	-0.502	0.725	0.889	-0.0575	-0.085	-0.08	-0.0645	-0.1185	0.2165
CAGL0H07023g	-0.5085	-0.7545	-0.461	-0.8555	-1.0025	-1.033	-0.914	-1.393	-0.7885	-1.328	-1.199	NA	0.219	0.232	0.1505	-0.717	-0.402
CAGL0H07029g	0.4765	0.427	0.1835	-0.5665	-0.413	-0.591	-0.5385	-0.683	-0.2465	-0.5345	-0.8675	-0.095	-0.1435	-0.1645	0.216	0.8335	0.4775
CAGL0H07051g	0.5695	0.549	0.66	-0.496	-0.7145	0.052	0.6855	0.7505	0.3135	-0.113	-0.1015	0.203	0.201	0.2175	-0.3605	-0.595	-0.652
CAGL0H07073g	0.108	-0.229	-0.101	-0.024	-0.0595	0.035	-0.034	-0.3055	0.000999999999999999	-0.2515	-0.1435	NA	0.128	0.077	0.269	0.059	0.297
CAGL0H07095g	-0.076	-0.005	-0.109	-0.0365	0.1685	-0.067	0.056	-0.007	0.335	0.191	-0.039	-0.15	-0.0445	0.158	0.401	0.8105	0.8575
CAGL0H07117g	0.0585	0.2675	0.0105	-0.162	-0.1655	0.0905	0.069	0.246	0.4555	-0.437	-0.326	-0.1215	-0.0305	-0.067	0.115	0.4425	0.605
CAGL0H07139g	-0.21	-0.1165	-0.237	-0.034	-0.054	-0.114	-0.219	-0.297	-0.292	0.0605	0.2615	-0.088	-0.154	-0.2995	0.617	0.263	0.503
CAGL0H07161g	-0.0015	0.1215	-0.0915	0.476	0.2825	0.661	-0.2045	-0.064	0.174	-0.494	-0.15	0.377	0.533	0.392	-0.107	-0.381	-0.6765
CAGL0H07183g	0.143	0.307	-0.0285	-0.563	-0.652	-0.335	0.0485	0.308	-0.029	-0.144	0.2055	0.278	0.438	0.43	0.0415	0.1385	0.2125
CAGL0H07205g	0.083	0.097	-0.307	-0.96	-0.891	-0.821	-0.2375	-0.227	-0.1945	-0.328	-0.4815	-0.192	-0.182	-0.206	-0.4135	-0.3505	-0.378
CAGL0H07227g	0.173	0.112	0.163	-0.323	-0.2775	-0.5735	-0.205	-0.172	-0.1475	-0.2655	-0.1205	0.0385	-0.091	0.111	0.4155	0.8075	0.534
CAGL0H07249g	0.6195	0.688	0.5615	-0.5605	-0.685	-0.173	0.406	0.4245	0.656	-0.541	-0.667	0.841	0.8135	0.784	0.229	-0.242	-0.5225
CAGL0H07271g	0.494	0.4015	0.096	-0.2475	-0.373	-0.0485	0.2875	0.154	0.441	-0.162	-0.049	0.68	0.9655	0.729	-0.28	-0.346	0.151
CAGL0H07293g	-0.2035	-0.2495	-0.1845	0.1405	0.288	0.1645	-0.131	-0.156	-0.146	0.521	0.5475	-0.05	-0.029	-0.317	-0.176	-0.3685	-0.2945
CAGL0H07315g	-0.5865	-0.394	-0.261	0.1765	0.3005	0.423	-0.4695	-0.0725	0.093	0.4615	0.4365	-0.023	-0.078	-0.029	-0.0035	0.2315	0.1875
CAGL0H07337g	0.231	-0.1465	0.9785	0.5145	1.2755	-1.3445	1.1145	0.8335	0.393	0.083	-0.368	-1.0955	-1.479	-1.2645	-2.192	-2.3765	-2.0825
CAGL0H07359g	-0.487	-0.463	-0.417	0.2675	0.565	-0.215	-0.2055	-0.377	-0.3205	0.076	-0.023	-0.0865	-0.202	-0.2585	0.15	-0.276	0.148
CAGL0H07381g	0.327	-0.139	0.1775	-0.1895	-0.429	-0.2235	0.1925	-0.5745	0.0535	0.1785	0.023	NA	0.194	0.2115	0.192	0.074	0.242
CAGL0H07403g	0.9185	0.559	0.6465	-0.555	-0.3625	-0.1955	0.404	-0.0865	0.5165	0.12	-0.5595	0.368	0.386	0.216	0.5285	0.7425	1.338
CAGL0H07425g	0.463	0.519	0.3905	-0.1325	-0.332	0.0785	0.301	0.3985	0.281	-0.0985	0.2485	NA	NA	0.6715	-0.076	-0.445	-0.797
CAGL0H07447g	-0.0245	0.0635	0.112	0.401	0.3005	0.429	0.039	0.017	-0.121	0.3385	0.573	-0.106	0.0245	0.0235	0.357	0.4825	0.624
CAGL0H07469g	-0.7815	-0.552	-0.512	-0.0755	-0.003	-0.127	-0.4095	0.1625	-0.4655	0.8785	1.215	-0.4635	-0.6155	-0.25	-0.3525	-0.1745	-0.2255
CAGL0H07491g	-0.619	-0.338	-0.7105	-0.258	-0.0775	-0.3285	-0.6335	-0.4055	-0.1255	-0.9395	-0.7425	-0.477	-0.321	-0.4175	-0.3465	-0.4475	-0.5555
CAGL0H07513g	0.1945	0.255	0.275	0.2675	0.0265	0.4465	-0.037	-0.2535	0.259	-0.1055	-0.059	0.493	0.577	0.5275	0.4375	0.012	0.495
CAGL0H07535g	0.0305	0.0395	0.15	-0.0395	-0.2755	0.2025	0.0505	-0.0965	0.571	-0.073	-0.4785	NA	0.0655	0.231	0.7125	1.068	1.29
CAGL0H07557g	0.1215	0.0205	0.095	-0.1715	-0.1765	-0.044	0.123	0.115	-0.113	0.263	0.0945	-0.175	-0.1535	-0.0205	0.295	0.854	0.4235
CAGL0H07579g	0.6605	0.706	0.5885	-1.3905	-1.583	-1.0965	-0.0585	-0.363	0.6305	-1.8865	-1.735	1.043	1.1035	1.0825	-0.434	-0.8245	-1.078
CAGL0H07601g	-0.4615	-0.497	-0.407	-0.003	0.1305	-0.174	-0.212	-0.1585	-0.1685	0.353	0.5115	0.214	0.1935	0.0655	0.0625	0.0585	-0.083
CAGL0H07623g	-0.0435	-0.062	-0.07	-0.0145	0.2045	0.0385	0.1505	0.0905	-0.3185	0.161	0.146	NA	-0.4635	-0.4295	-0.3575	-0.001	0.387
CAGL0H07645g	0.271	0.363	0.259	0.075	0.0225	0.1795	0.2225	0.459	0.082	0.0845	0.07	NA	0.028	0.036	-0.001	0.233	0.193
CAGL0H07667g	-0.2065	0.0245	0.0615	0.52	0.664	0.4645	-0.362	-0.06	-0.0895	0.6165	0.669	-0.0995	0.092	0.0105	-0.423	-0.527	-0.5315
CAGL0H07689g	0.169	-0.161	0.041	0.031	0.009	-0.0485	0.0905	-0.6345	0.2765	-0.3445	-0.2955	-0.112	0.074	0.011	0.099	-0.2205	0.2245
CAGL0H07711g	0.454	0.3715	0.1095	-0.3455	-0.184	-0.3165	-0.043	-0.202	-0.203	-0.162	-0.296	0.023	0.177	0.1065	0.239	0.2525	0.101
CAGL0H07733g	0.158	0.137	0.329	0.2405	0.0035	0.302	0.3665	0.75	0.2545	0.183	0.373	-0.0645	-0.0625	-0.0485	0.0675	0.159	0.315
