id	group	colLow	colHigh	shape	size
CAGL0L05500g	F1	darkgreen	darkgreen	circle	9
CAGL0L05742g	F4	red	black	circle	3
CAGL0L05786g	Others	black	firebrick	circle	3
CAGL0L06094g	F5	firebrick	black	circle	3
CAGL0L06160g	F3	chartreuse	black	circle	3
CAGL0L06512g	Others	firebrick	black	circle	3
CAGL0L06578g	F2	firebrick	black	circle	3
CAGL0L06666g	F3	chartreuse	chartreuse	circle	9
CAGL0L06776g	F2	firebrick	darkgreen	square	9
CAGL0L06864g	Others	red	firebrick	circle	9
CAGL0L07480g	F2	firebrick	black	circle	3
CAGL0L07502g	Others	darkgreen	red	square	9
CAGL0L07546g	F4	black	firebrick	circle	3
CAGL0L08114g	F1	chartreuse	darkgreen	circle	9
CAGL0L08118g	F1	chartreuse	darkgreen	circle	9
CAGL0L08184g	F1	chartreuse	black	circle	3
CAGL0L08294g	Others	black	firebrick	circle	3
CAGL0L08426g	F1	firebrick	black	circle	3
CAGL0L08756g	F1	darkgreen	darkgreen	circle	9
CAGL0L09020g	F2	black	firebrick	circle	3
CAGL0L09086g	F1	firebrick	firebrick	circle	9
CAGL0L09108g	F1	firebrick	black	circle	3
CAGL0L09273g	F1	red	firebrick	circle	9
CAGL0L09383g	F2	firebrick	black	circle	3
CAGL0L09537g	F3	black	firebrick	circle	3
CAGL0L10142g	Others	darkgreen	darkgreen	circle	9
CAGL0L10164g	F2	chartreuse	chartreuse	circle	9
CAGL0L10362g	F2	firebrick	black	circle	3
CAGL0L10406g	F3	darkgreen	firebrick	square	9
CAGL0L10582g	F1	firebrick	firebrick	circle	9
CAGL0L10780g	Others	black	darkgreen	circle	3
CAGL0L10868g	F4	darkgreen	black	circle	3
CAGL0L10890g	F1	black	darkgreen	circle	3
CAGL0L11000g	F1	chartreuse	black	circle	3
CAGL0L11506g	F3	darkgreen	black	circle	3
CAGL0L11814g	Others	black	firebrick	circle	3
CAGL0L11902g	F1	black	red	circle	3
CAGL0L11990g	F2	red	black	circle	3
CAGL0L12364g	F3	black	darkgreen	circle	3
CAGL0L12562g	F2	firebrick	black	circle	3
CAGL0L12914g	Others	black	firebrick	circle	3
CAGL0L12936g	F4	black	firebrick	circle	3
CAGL0L13156g	F2	chartreuse	darkgreen	circle	9
CAGL0L13354g	F4	black	red	circle	3
CAGL0M00418g	Others	black	firebrick	circle	3
CAGL0M00770g	F2	black	darkgreen	circle	3
CAGL0M01364g	F2	black	darkgreen	circle	3
CAGL0M01562g	Others	firebrick	black	circle	3
CAGL0M02167g	F1	black	firebrick	circle	3
CAGL0M02211g	Others	red	black	circle	3
CAGL0M02387g	F4	black	red	circle	3
CAGL0M02915g	F1	red	black	circle	3
CAGL0M03003g	F4	red	black	circle	3
CAGL0M03025g	F2	black	firebrick	circle	3
CAGL0M03377g	F3	firebrick	black	circle	3
CAGL0M03795g	F2	darkgreen	black	circle	3
CAGL0M04191g	F2	black	firebrick	circle	3
CAGL0M04499g	F3	black	red	circle	3
CAGL0M04675g	Others	firebrick	black	circle	3
CAGL0M04873g	F2	chartreuse	firebrick	square	9
CAGL0M05401g	Others	red	black	circle	3
CAGL0M05511g	F4	red	black	circle	3
CAGL0M05665g	F2	red	firebrick	circle	9
CAGL0M05775g	F1	darkgreen	darkgreen	circle	9
CAGL0M05951g	F3	red	firebrick	circle	9
CAGL0M05995g	F3	darkgreen	firebrick	square	9
CAGL0M06369g	F2	chartreuse	black	circle	3
CAGL0M06457g	F4	chartreuse	black	circle	3
CAGL0M06633g	Others	red	firebrick	circle	9
CAGL0M06963g	F2	black	black	circle	3
CAGL0M07001g	Others	black	black	circle	3
CAGL0M07271g	F3	chartreuse	black	circle	3
CAGL0M07403g	F2	red	black	circle	3
CAGL0M07656g	F3	darkgreen	darkgreen	circle	9
CAGL0M07722g	F2	darkgreen	black	circle	3
CAGL0M08184g	F2	firebrick	firebrick	circle	9
CAGL0M08602g	F4	red	darkgreen	square	9
CAGL0M09020g	F4	black	firebrick	circle	3
CAGL0M09229g	Others	black	firebrick	circle	3
CAGL0M09581g	F4	black	firebrick	circle	3
CAGL0M09669g	F1	black	firebrick	circle	3
CAGL0M09713g	Others	black	red	circle	3
CAGL0M10241g	F1	chartreuse	chartreuse	circle	9
CAGL0M11000g	Others	firebrick	firebrick	circle	9
CAGL0M11110g	F1	darkgreen	darkgreen	circle	9
CAGL0M11704g	F3	red	black	circle	3
CAGL0M11902g	F2	red	firebrick	circle	9
CAGL0M12551g	F3	red	red	circle	9
CAGL0M12881g	F3	black	red	circle	3
CAGL0M12947g	Others	black	firebrick	circle	3
CAGL0M13717g	F1	black	firebrick	circle	3
CAGL0M14069g	Others	red	black	circle	3
