"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0K10340g"	"T60"	-0.406	"CAGL0K10340g - -0.406"
"CAGL0K10362g"	"T60"	-0.627	"CAGL0K10362g - -0.627"
"CAGL0K10428g"	"T60"	NA	"CAGL0K10428g - NA"
"CAGL0K10736g"	"T60"	NA	"CAGL0K10736g - NA"
"CAGL0K10780g"	"T60"	-0.393	"CAGL0K10780g - -0.393"
"CAGL0K10824g"	"T60"	NA	"CAGL0K10824g - NA"
"CAGL0K10868g"	"T60"	-0.671	"CAGL0K10868g - -0.671"
"CAGL0K11231g"	"T60"	0.269	"CAGL0K11231g - 0.269"
"CAGL0K11616g"	"T60"	-0.719	"CAGL0K11616g - -0.719"
"CAGL0K11858g"	"T60"	0.43	"CAGL0K11858g - 0.43"
"CAGL0K12100g"	"T60"	-0.144	"CAGL0K12100g - -0.144"
"CAGL0K12254g"	"T60"	NA	"CAGL0K12254g - NA"
"CAGL0K12518g"	"T60"	NA	"CAGL0K12518g - NA"
"CAGL0K12980g"	"T60"	NA	"CAGL0K12980g - NA"
"CAGL0L00429g"	"T60"	-0.541	"CAGL0L00429g - -0.541"
"CAGL0L00473g"	"T60"	NA	"CAGL0L00473g - NA"
"CAGL0L00649g"	"T60"	NA	"CAGL0L00649g - NA"
"CAGL0L00759g"	"T60"	0.126	"CAGL0L00759g - 0.126"
"CAGL0L00803g"	"T60"	NA	"CAGL0L00803g - NA"
"CAGL0L00957g"	"T60"	1.221	"CAGL0L00957g - 1.221"
"CAGL0L00979g"	"T60"	NA	"CAGL0L00979g - NA"
"CAGL0L01089g"	"T60"	-2.266	"CAGL0L01089g - -2.266"
"CAGL0L01177g"	"T60"	0.273	"CAGL0L01177g - 0.273"
"CAGL0L01551g"	"T60"	-1.243	"CAGL0L01551g - -1.243"
"CAGL0L01771g"	"T60"	NA	"CAGL0L01771g - NA"
"CAGL0L02079g"	"T60"	-0.442	"CAGL0L02079g - -0.442"
"CAGL0L02167g"	"T60"	NA	"CAGL0L02167g - NA"
"CAGL0L02321g"	"T60"	-0.864	"CAGL0L02321g - -0.864"
"CAGL0L02937g"	"T60"	NA	"CAGL0L02937g - NA"
"CAGL0L03135g"	"T60"	NA	"CAGL0L03135g - NA"
"CAGL0L03267g"	"T60"	NA	"CAGL0L03267g - NA"
"CAGL0L03377g"	"T60"	NA	"CAGL0L03377g - NA"
"CAGL0L03696g"	"T60"	NA	"CAGL0L03696g - NA"
"CAGL0L03806g"	"T60"	0.832	"CAGL0L03806g - 0.832"
"CAGL0L03828g"	"T60"	-0.435	"CAGL0L03828g - -0.435"
"CAGL0L03846g"	"T60"	-0.477	"CAGL0L03846g - -0.477"
"CAGL0L03982g"	"T60"	-0.094	"CAGL0L03982g - -0.094"
"CAGL0L04070g"	"T60"	NA	"CAGL0L04070g - NA"
"CAGL0L04510g"	"T60"	NA	"CAGL0L04510g - NA"
"CAGL0L04598g"	"T60"	0.057	"CAGL0L04598g - 0.057"
"CAGL0L04664g"	"T60"	-0.323	"CAGL0L04664g - -0.323"
"CAGL0L05236g"	"T60"	0.147	"CAGL0L05236g - 0.147"
"CAGL0L05258g"	"T60"	0.964	"CAGL0L05258g - 0.964"
"CAGL0L05500g"	"T60"	-0.272	"CAGL0L05500g - -0.272"
"CAGL0L05742g"	"T60"	NA	"CAGL0L05742g - NA"
"CAGL0L05786g"	"T60"	NA	"CAGL0L05786g - NA"
"CAGL0L06094g"	"T60"	0.652	"CAGL0L06094g - 0.652"
"CAGL0L06160g"	"T60"	0.842	"CAGL0L06160g - 0.842"
"CAGL0L06512g"	"T60"	NA	"CAGL0L06512g - NA"
"CAGL0L06578g"	"T60"	NA	"CAGL0L06578g - NA"
"CAGL0L06666g"	"T60"	NA	"CAGL0L06666g - NA"
"CAGL0L06776g"	"T60"	NA	"CAGL0L06776g - NA"
"CAGL0L06864g"	"T60"	NA	"CAGL0L06864g - NA"
"CAGL0L07480g"	"T60"	NA	"CAGL0L07480g - NA"
"CAGL0L07502g"	"T60"	NA	"CAGL0L07502g - NA"
"CAGL0L07546g"	"T60"	NA	"CAGL0L07546g - NA"
"CAGL0L08114g"	"T60"	NA	"CAGL0L08114g - NA"
"CAGL0L08118g"	"T60"	NA	"CAGL0L08118g - NA"
"CAGL0L08184g"	"T60"	NA	"CAGL0L08184g - NA"
"CAGL0L08294g"	"T60"	NA	"CAGL0L08294g - NA"
"CAGL0L08426g"	"T60"	NA	"CAGL0L08426g - NA"
"CAGL0L08756g"	"T60"	NA	"CAGL0L08756g - NA"
"CAGL0L09020g"	"T60"	NA	"CAGL0L09020g - NA"
"CAGL0L09086g"	"T60"	NA	"CAGL0L09086g - NA"
"CAGL0L09108g"	"T60"	-0.211	"CAGL0L09108g - -0.211"
"CAGL0L09273g"	"T60"	NA	"CAGL0L09273g - NA"
"CAGL0L09383g"	"T60"	NA	"CAGL0L09383g - NA"
"CAGL0L09537g"	"T60"	NA	"CAGL0L09537g - NA"
"CAGL0L10142g"	"T60"	NA	"CAGL0L10142g - NA"
"CAGL0L10164g"	"T60"	-0.081	"CAGL0L10164g - -0.081"
"CAGL0L10362g"	"T60"	NA	"CAGL0L10362g - NA"
"CAGL0L10406g"	"T60"	-0.503	"CAGL0L10406g - -0.503"
"CAGL0L10582g"	"T60"	NA	"CAGL0L10582g - NA"
"CAGL0L10780g"	"T60"	-0.433	"CAGL0L10780g - -0.433"
"CAGL0L10868g"	"T60"	-0.153	"CAGL0L10868g - -0.153"
"CAGL0L10890g"	"T60"	-0.133	"CAGL0L10890g - -0.133"
"CAGL0L11000g"	"T60"	-0.467	"CAGL0L11000g - -0.467"
"CAGL0L11506g"	"T60"	NA	"CAGL0L11506g - NA"
"CAGL0L11814g"	"T60"	NA	"CAGL0L11814g - NA"
"CAGL0L11902g"	"T60"	NA	"CAGL0L11902g - NA"
"CAGL0L11990g"	"T60"	NA	"CAGL0L11990g - NA"
"CAGL0L12364g"	"T60"	-0.144	"CAGL0L12364g - -0.144"
"CAGL0L12562g"	"T60"	NA	"CAGL0L12562g - NA"
"CAGL0L12914g"	"T60"	0.07	"CAGL0L12914g - 0.07"
"CAGL0L12936g"	"T60"	-0.32	"CAGL0L12936g - -0.32"
"CAGL0L13156g"	"T60"	NA	"CAGL0L13156g - NA"
"CAGL0L13354g"	"T60"	NA	"CAGL0L13354g - NA"
"CAGL0M00418g"	"T60"	NA	"CAGL0M00418g - NA"
"CAGL0M00770g"	"T60"	NA	"CAGL0M00770g - NA"
"CAGL0M01364g"	"T60"	1.027	"CAGL0M01364g - 1.027"
"CAGL0M01562g"	"T60"	1.316	"CAGL0M01562g - 1.316"
"CAGL0M02167g"	"T60"	NA	"CAGL0M02167g - NA"
"CAGL0M02211g"	"T60"	0.606	"CAGL0M02211g - 0.606"
"CAGL0M02387g"	"T60"	NA	"CAGL0M02387g - NA"
"CAGL0M02915g"	"T60"	NA	"CAGL0M02915g - NA"
"CAGL0M03003g"	"T60"	NA	"CAGL0M03003g - NA"
"CAGL0M03025g"	"T60"	NA	"CAGL0M03025g - NA"
"CAGL0M03377g"	"T60"	0.2	"CAGL0M03377g - 0.2"
"CAGL0M03795g"	"T60"	-0.358	"CAGL0M03795g - -0.358"
"CAGL0M04191g"	"T60"	NA	"CAGL0M04191g - NA"
"CAGL0M04499g"	"T60"	NA	"CAGL0M04499g - NA"
"CAGL0M04675g"	"T60"	0.994	"CAGL0M04675g - 0.994"
"CAGL0M04873g"	"T60"	0.851	"CAGL0M04873g - 0.851"
"CAGL0M05401g"	"T60"	NA	"CAGL0M05401g - NA"
"CAGL0M05511g"	"T60"	NA	"CAGL0M05511g - NA"
"CAGL0M05665g"	"T60"	1.087	"CAGL0M05665g - 1.087"
"CAGL0M05775g"	"T60"	0.613	"CAGL0M05775g - 0.613"
"CAGL0M05951g"	"T60"	NA	"CAGL0M05951g - NA"
"CAGL0M05995g"	"T60"	0.498	"CAGL0M05995g - 0.498"
"CAGL0M06369g"	"T60"	-1.282	"CAGL0M06369g - -1.282"
"CAGL0M06457g"	"T60"	-1.083	"CAGL0M06457g - -1.083"
"CAGL0M06633g"	"T60"	0.222	"CAGL0M06633g - 0.222"
"CAGL0M06963g"	"T60"	NA	"CAGL0M06963g - NA"
"CAGL0M07001g"	"T60"	NA	"CAGL0M07001g - NA"
"CAGL0M07271g"	"T60"	0.754	"CAGL0M07271g - 0.754"
"CAGL0M07403g"	"T60"	NA	"CAGL0M07403g - NA"
"CAGL0M07656g"	"T60"	-0.66	"CAGL0M07656g - -0.66"
"CAGL0M07722g"	"T60"	-0.597	"CAGL0M07722g - -0.597"
"CAGL0M08184g"	"T60"	NA	"CAGL0M08184g - NA"
"CAGL0M08602g"	"T60"	NA	"CAGL0M08602g - NA"
"CAGL0M09020g"	"T60"	NA	"CAGL0M09020g - NA"
"CAGL0M09229g"	"T60"	NA	"CAGL0M09229g - NA"
"CAGL0M09581g"	"T60"	-0.062	"CAGL0M09581g - -0.062"
"CAGL0M09669g"	"T60"	NA	"CAGL0M09669g - NA"
"CAGL0M09713g"	"T60"	-0.393	"CAGL0M09713g - -0.393"
"CAGL0M10241g"	"T60"	0.003	"CAGL0M10241g - 0.003"
"CAGL0M11000g"	"T60"	NA	"CAGL0M11000g - NA"
"CAGL0M11110g"	"T60"	-0.136	"CAGL0M11110g - -0.136"
"CAGL0M11704g"	"T60"	0.356	"CAGL0M11704g - 0.356"
"CAGL0M11902g"	"T60"	NA	"CAGL0M11902g - NA"
"CAGL0M12551g"	"T60"	NA	"CAGL0M12551g - NA"
"CAGL0M12881g"	"T60"	-0.071	"CAGL0M12881g - -0.071"
"CAGL0M12947g"	"T60"	NA	"CAGL0M12947g - NA"
"CAGL0M13717g"	"T60"	-0.242	"CAGL0M13717g - -0.242"
"CAGL0M14069g"	"T60"	NA	"CAGL0M14069g - NA"
