"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0M03795g"	"log(pH8/pH4)"	0.209	"CAGL0M03795g - 0.209"
"CAGL0M04191g"	"log(pH8/pH4)"	-0.069	"CAGL0M04191g - -0.069"
"CAGL0M04499g"	"log(pH8/pH4)"	-1.435	"CAGL0M04499g - -1.435"
"CAGL0M04675g"	"log(pH8/pH4)"	0.558	"CAGL0M04675g - 0.558"
"CAGL0M04873g"	"log(pH8/pH4)"	-0.277	"CAGL0M04873g - -0.277"
"CAGL0M05401g"	"log(pH8/pH4)"	3.185	"CAGL0M05401g - 3.185"
"CAGL0M05511g"	"log(pH8/pH4)"	0.769	"CAGL0M05511g - 0.769"
"CAGL0M05665g"	"log(pH8/pH4)"	0.66	"CAGL0M05665g - 0.66"
"CAGL0M05775g"	"log(pH8/pH4)"	-0.223	"CAGL0M05775g - -0.223"
"CAGL0M05951g"	"log(pH8/pH4)"	0.536	"CAGL0M05951g - 0.536"
"CAGL0M05995g"	"log(pH8/pH4)"	-0.389	"CAGL0M05995g - -0.389"
"CAGL0M06369g"	"log(pH8/pH4)"	-1.022	"CAGL0M06369g - -1.022"
"CAGL0M06457g"	"log(pH8/pH4)"	-1.694	"CAGL0M06457g - -1.694"
"CAGL0M06633g"	"log(pH8/pH4)"	0.716	"CAGL0M06633g - 0.716"
"CAGL0M06963g"	"log(pH8/pH4)"	-0.513	"CAGL0M06963g - -0.513"
"CAGL0M07001g"	"log(pH8/pH4)"	0.576	"CAGL0M07001g - 0.576"
"CAGL0M07271g"	"log(pH8/pH4)"	-0.752	"CAGL0M07271g - -0.752"
"CAGL0M07403g"	"log(pH8/pH4)"	-0.128	"CAGL0M07403g - -0.128"
"CAGL0M07656g"	"log(pH8/pH4)"	-0.845	"CAGL0M07656g - -0.845"
"CAGL0M07722g"	"log(pH8/pH4)"	-0.082	"CAGL0M07722g - -0.082"
"CAGL0M08184g"	"log(pH8/pH4)"	0.375	"CAGL0M08184g - 0.375"
"CAGL0M08602g"	"log(pH8/pH4)"	0.877	"CAGL0M08602g - 0.877"
"CAGL0M09020g"	"log(pH8/pH4)"	1.957	"CAGL0M09020g - 1.957"
"CAGL0M09229g"	"log(pH8/pH4)"	0.586	"CAGL0M09229g - 0.586"
"CAGL0M09581g"	"log(pH8/pH4)"	0.497	"CAGL0M09581g - 0.497"
"CAGL0M09669g"	"log(pH8/pH4)"	-0.15	"CAGL0M09669g - -0.15"
"CAGL0M09713g"	"log(pH8/pH4)"	0.844	"CAGL0M09713g - 0.844"
"CAGL0M10241g"	"log(pH8/pH4)"	-0.215	"CAGL0M10241g - -0.215"
"CAGL0M11000g"	"log(pH8/pH4)"	-0.247	"CAGL0M11000g - -0.247"
"CAGL0M11110g"	"log(pH8/pH4)"	-0.188	"CAGL0M11110g - -0.188"
"CAGL0M11704g"	"log(pH8/pH4)"	2.94	"CAGL0M11704g - 2.94"
"CAGL0M11902g"	"log(pH8/pH4)"	-0.645	"CAGL0M11902g - -0.645"
"CAGL0M12551g"	"log(pH8/pH4)"	2.942	"CAGL0M12551g - 2.942"
"CAGL0M12881g"	"log(pH8/pH4)"	0.502	"CAGL0M12881g - 0.502"
"CAGL0M12947g"	"log(pH8/pH4)"	0.121	"CAGL0M12947g - 0.121"
"CAGL0M13717g"	"log(pH8/pH4)"	-1.084	"CAGL0M13717g - -1.084"
"CAGL0M14069g"	"log(pH8/pH4)"	0.659	"CAGL0M14069g - 0.659"
